gene	gene_id	scaffold	auxiliary_score	amg_flags	gene_description	module	sheet	header	subheader	potential_amg	gene_id_origin	metabolism	reference	verified
WATLvirus_00318113-cat_2_2	PF04321	WATLvirus_00318113-cat_2	3	MKF	RmlD substrate binding domain						amg_database		Roux et al. 2016	False
WATLvirus_00318118-cat_1_10	PF13385	WATLvirus_00318118-cat_1	1	MKF	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00318221-cat_2_6	PF01227	WATLvirus_00318221-cat_2	3	MKF	GTP cyclohydrolase I						amg_database		Roux et al. 2016	False
WATLvirus_00318221-cat_2_11	PF01242	WATLvirus_00318221-cat_2	3	MKF	6-pyruvoyl tetrahydropterin synthase						amg_database		Roux et al. 2016	False
WATLvirus_00318230-cat_2_4	PF02675	WATLvirus_00318230-cat_2	3	MKF	speD; S-adenosylmethionine decarboxylase						amg_database		Sullivan et al. 2005; Ignacio?Espinoza et al. 2012; Hurwitz et al. 2015; Roux et al. 2016	False
WATLvirus_00318315-cat_2_7	PF02867	WATLvirus_00318315-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00318364-cat_2_5	PF00487	WATLvirus_00318364-cat_2	3	MKF	Fatty acid desaturase						amg_database	M	Roux et al. 2016	False
WATLvirus_00318374-cat_1_2	PF13640	WATLvirus_00318374-cat_1	1	MKF	2OG-Fe(II) oxygenase superfamily						amg_database	M	Roux et al. 2016	False
WATLvirus_00318472-cat_2_6	PF02543	WATLvirus_00318472-cat_2	3	MKF	Carbamoyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00318516-cat_1_6	PF13759	WATLvirus_00318516-cat_1	1	MKF	Putative 2OG-Fe(II) oxygenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00318626-cat_1_3	PF04488	WATLvirus_00318626-cat_1	2	MKF	Glycosyltransferase sugar-binding region containing DXD motif						amg_database		Roux et al. 2016	False
WATLvirus_00318779-cat_2_4	PF01050	WATLvirus_00318779-cat_2	3	MKF	manA; mannose-6-phosphate isomerase						amg_database	M	Roux et al. 2016; Hurwitz et al. 2015	False
WATLvirus_00318915-cat_2_7	EC:1.17.4.1	WATLvirus_00318915-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00318915-cat_2_7	PF03477	WATLvirus_00318915-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00318915-cat_2_7	PF02867	WATLvirus_00318915-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00318915-cat_2_7	K00525	WATLvirus_00318915-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00318915-cat_2_7	PF00317	WATLvirus_00318915-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00318949-cat_1_5	PF13640	WATLvirus_00318949-cat_1	2	MKF	2OG-Fe(II) oxygenase superfamily						amg_database	M	Roux et al. 2016	False
WATLvirus_00318998-cat_1_3	PF02675	WATLvirus_00318998-cat_1	2	MKF	speD; S-adenosylmethionine decarboxylase						amg_database		Sullivan et al. 2005; Ignacio?Espinoza et al. 2012; Hurwitz et al. 2015; Roux et al. 2016	False
WATLvirus_00319017-cat_2_6	PF02867	WATLvirus_00319017-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00319017-cat_2_6	PF00317	WATLvirus_00319017-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00319017-cat_2_6	EC:1.17.4.1	WATLvirus_00319017-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00319017-cat_2_6	K00525	WATLvirus_00319017-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00319284-cat_1_6	PF00132	WATLvirus_00319284-cat_1	1	MKF	Bacterial transferase hexapeptide (six repeats)						amg_database		Roux et al. 2016	False
WATLvirus_00319287-cat_2_2	PF01073	WATLvirus_00319287-cat_2	3	MKF	3-beta hydroxysteroid dehydrogenase/isomerase family						amg_database	M	Roux et al. 2016	False
WATLvirus_00319287-cat_2_2	PF01370	WATLvirus_00319287-cat_2	3	MKF	NAD dependent epimerase/dehydratase family						amg_database		Roux et al. 2016	False
WATLvirus_00319287-cat_2_2	PF04321	WATLvirus_00319287-cat_2	3	MKF	RmlD substrate binding domain						amg_database		Roux et al. 2016	False
WATLvirus_00319287-cat_2_3	PF01467	WATLvirus_00319287-cat_2	3	MKF	Cytidylyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00319287-cat_2_6	PF01050	WATLvirus_00319287-cat_2	3	MKF	manA; mannose-6-phosphate isomerase						amg_database	M	Roux et al. 2016; Hurwitz et al. 2015	False
WATLvirus_00319287-cat_2_7	PF01467	WATLvirus_00319287-cat_2	3	MKF	Cytidylyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00319332-cat_1_2	PF13640	WATLvirus_00319332-cat_1	2	MKF	2OG-Fe(II) oxygenase superfamily						amg_database	M	Roux et al. 2016	False
WATLvirus_00319332-cat_1_4	PF13759	WATLvirus_00319332-cat_1	2	MKF	Putative 2OG-Fe(II) oxygenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00319388-cat_2_6	PF02562	WATLvirus_00319388-cat_2	3	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00319388-cat_2_6	K06217	WATLvirus_00319388-cat_2	3	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00319428-cat_1_7	PF13759	WATLvirus_00319428-cat_1	2	MKF	Putative 2OG-Fe(II) oxygenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00319428-cat_1_10	PF13759	WATLvirus_00319428-cat_1	2	MKF	Putative 2OG-Fe(II) oxygenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00319451-cat_2_9	PF13759	WATLvirus_00319451-cat_2	3	MKF	Putative 2OG-Fe(II) oxygenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00319471-cat_1_3	PF13759	WATLvirus_00319471-cat_1	1	MKF	Putative 2OG-Fe(II) oxygenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00319471-cat_1_7	PF13640	WATLvirus_00319471-cat_1	1	MKF	2OG-Fe(II) oxygenase superfamily						amg_database	M	Roux et al. 2016	False
WATLvirus_00319509-cat_2_2	PF03446	WATLvirus_00319509-cat_2	3	MKF	NAD binding domain of 6-phosphogluconate dehydrogenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00319509-cat_2_2	PF03721	WATLvirus_00319509-cat_2	3	MKF	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain						amg_database		Roux et al. 2016	False
WATLvirus_00319509-cat_2_2	PF00984	WATLvirus_00319509-cat_2	3	MKF	UDP-glucose/GDP-mannose dehydrogenase family, central domain						amg_database		Roux et al. 2016	False
WATLvirus_00319670-cat_2_4	PF00534	WATLvirus_00319670-cat_2	3	MKF	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00319704-cat_2_3	K02040	WATLvirus_00319704-cat_2	3	MKEF	pstS; phosphate transport system substrate-binding protein						amg_database	M	Zeng et al. 2012; Sullivan et al. 2005	True
WATLvirus_00319782-cat_1_12	PF00534	WATLvirus_00319782-cat_1	2	MKF	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00319799-cat_2_3	PF01242	WATLvirus_00319799-cat_2	3	MKF	6-pyruvoyl tetrahydropterin synthase						amg_database		Roux et al. 2016	False
WATLvirus_00319874-cat_1_8	PF01467	WATLvirus_00319874-cat_1	1	MKF	Cytidylyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00319874-cat_1_10	PF00534	WATLvirus_00319874-cat_1	1	MKF	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00319995-cat_2_4	PF00534	WATLvirus_00319995-cat_2	3	MKF	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00320051-cat_1_2	PF01734	WATLvirus_00320051-cat_1	2	MKF	Patatin-like phospholipase						amg_database		Roux et al. 2016	False
WATLvirus_00320076-cat_2_5	PF01208	WATLvirus_00320076-cat_2	3	MKF	Uroporphyrinogen decarboxylase (URO-D)						amg_database		Roux et al. 2016	False
WATLvirus_00320094-cat_1_3	PF02562	WATLvirus_00320094-cat_1	2	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00320094-cat_1_3	K06217	WATLvirus_00320094-cat_1	2	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00320128-cat_2_8	PF13759	WATLvirus_00320128-cat_2	3	MKF	Putative 2OG-Fe(II) oxygenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00320214-cat_2_4	PF02675	WATLvirus_00320214-cat_2	3	MKF	speD; S-adenosylmethionine decarboxylase						amg_database		Sullivan et al. 2005; Ignacio?Espinoza et al. 2012; Hurwitz et al. 2015; Roux et al. 2016	False
WATLvirus_00320216-cat_2_2	PF00464	WATLvirus_00320216-cat_2	3	MKF	Serine hydroxymethyltransferase						amg_database	M	Roux et al. 2016	False
WATLvirus_00320277-cat_1_40	PF02867	WATLvirus_00320277-cat_1	1	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00320295-cat_2_6	PF13759	WATLvirus_00320295-cat_2	3	MKF	Putative 2OG-Fe(II) oxygenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00320308-cat_2_5	PF01242	WATLvirus_00320308-cat_2	3	MKF	6-pyruvoyl tetrahydropterin synthase						amg_database		Roux et al. 2016	False
WATLvirus_00320346-cat_1_2	PF01073	WATLvirus_00320346-cat_1	2	MKF	3-beta hydroxysteroid dehydrogenase/isomerase family						amg_database	M	Roux et al. 2016	False
WATLvirus_00320346-cat_1_2	PF01370	WATLvirus_00320346-cat_1	2	MKF	NAD dependent epimerase/dehydratase family						amg_database		Roux et al. 2016	False
WATLvirus_00320346-cat_1_2	PF04321	WATLvirus_00320346-cat_1	2	MKF	RmlD substrate binding domain						amg_database		Roux et al. 2016	False
WATLvirus_00320387-cat_2_5	PF00534	WATLvirus_00320387-cat_2	3	MKF	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00320503-cat_1_2	PF01073	WATLvirus_00320503-cat_1	1	MKF	3-beta hydroxysteroid dehydrogenase/isomerase family						amg_database	M	Roux et al. 2016	False
WATLvirus_00320503-cat_1_2	PF01370	WATLvirus_00320503-cat_1	1	MKF	NAD dependent epimerase/dehydratase family						amg_database		Roux et al. 2016	False
WATLvirus_00320503-cat_1_2	PF04321	WATLvirus_00320503-cat_1	1	MKF	RmlD substrate binding domain						amg_database		Roux et al. 2016	False
WATLvirus_00320776-cat_1_75	PF02867	WATLvirus_00320776-cat_1	2	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00320776-cat_1_75	PF00317	WATLvirus_00320776-cat_1	2	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00320776-cat_1_75	EC:1.17.4.1	WATLvirus_00320776-cat_1	2	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00320776-cat_1_75	K00525	WATLvirus_00320776-cat_1	2	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00320856-cat_2_2	PF02543	WATLvirus_00320856-cat_2	3	MKF	Carbamoyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00320882-cat_1_50	PF00685	WATLvirus_00320882-cat_1	1	MK	Sulfotransferase domain						amg_database		Roux et al. 2016	False
WATLvirus_00320891-cat_1_7	EC:1.10.3.9	WATLvirus_00320891-cat_1	2	MKEF	psbA; photosystem II reaction center D1 protein	M00161					amg_database	M	Clokie et al. 2006; Sullivan et al. 2005; Lindell et al. 2004; Lindell et al. 2005; Mann et al. 2003	True
WATLvirus_00320891-cat_1_7	EC:1.10.3.9	WATLvirus_00320891-cat_1	2	MKEF	psbD; photosystem II reaction center D2 protein	M00161					amg_database	M	Clokie et al. 2006; Sullivan et al. 2005; Lindell et al. 2004; Mann et al. 2003	True
WATLvirus_00320891-cat_1_7	K02703	WATLvirus_00320891-cat_1	2	MKEF	psbA; photosystem II reaction center D1 protein	M00161					amg_database	M	Clokie et al. 2006; Sullivan et al. 2005; Lindell et al. 2004; Lindell et al. 2005; Mann et al. 2003	True
WATLvirus_00320891-cat_1_7	PF00124	WATLvirus_00320891-cat_1	2	MKEF	Photosynthetic reaction centre protein						amg_database	M	Roux et al. 2016	False
WATLvirus_00320891-cat_1_7	PF00223	WATLvirus_00320891-cat_1	2	MKEF	Photosystem I psaA/psaB protein						amg_database	M	Roux et al. 2016; Sharon et al. 2011	False
WATLvirus_00320947-cat_2_3	PF13759	WATLvirus_00320947-cat_2	3	MKF	Putative 2OG-Fe(II) oxygenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00321068-cat_2_4	PF02562	WATLvirus_00321068-cat_2	3	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00321068-cat_2_4	K06217	WATLvirus_00321068-cat_2	3	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00321116-cat_2_2	EC:1.17.4.1	WATLvirus_00321116-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00321160-cat_2_6	PF13385	WATLvirus_00321160-cat_2	3	MKF	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00321221-cat_2_8	PF01596	WATLvirus_00321221-cat_2	3	MKF	O-methyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00321292-cat_1_4	PF13640	WATLvirus_00321292-cat_1	1	MKF	2OG-Fe(II) oxygenase superfamily						amg_database	M	Roux et al. 2016	False
WATLvirus_00321390-cat_1_21	PF13385	WATLvirus_00321390-cat_1	2	MK	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00321464-cat_2_3	PF02543	WATLvirus_00321464-cat_2	3	MKF	Carbamoyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00321572-cat_1_2	PF13385	WATLvirus_00321572-cat_1	2	MKF	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00321608-cat_1_85	PF13640	WATLvirus_00321608-cat_1	2	MK	2OG-Fe(II) oxygenase superfamily						amg_database	M	Roux et al. 2016	False
WATLvirus_00321608-cat_1_203	PF02867	WATLvirus_00321608-cat_1	1	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00321608-cat_1_203	PF03477	WATLvirus_00321608-cat_1	1	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00321608-cat_1_212	PF03567	WATLvirus_00321608-cat_1	2	MK	Sulfotransferase family						amg_database		Roux et al. 2016	False
WATLvirus_00321608-cat_1_246	PF03567	WATLvirus_00321608-cat_1	2	MK	Sulfotransferase family						amg_database		Roux et al. 2016	False
WATLvirus_00321608-cat_1_247	PF03567	WATLvirus_00321608-cat_1	2	MK	Sulfotransferase family						amg_database		Roux et al. 2016	False
WATLvirus_00321631-cat_1_31	PF01832	WATLvirus_00321631-cat_1	2	MK	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase						amg_database		Roux et al. 2016	False
WATLvirus_00321631-cat_1_66	PF01073	WATLvirus_00321631-cat_1	2	MK	3-beta hydroxysteroid dehydrogenase/isomerase family						amg_database	M	Roux et al. 2016	False
WATLvirus_00321631-cat_1_66	PF01370	WATLvirus_00321631-cat_1	2	MK	NAD dependent epimerase/dehydratase family						amg_database		Roux et al. 2016	False
WATLvirus_00321631-cat_1_66	PF04321	WATLvirus_00321631-cat_1	2	MK	RmlD substrate binding domain						amg_database		Roux et al. 2016	False
WATLvirus_00321631-cat_1_73	PF00550	WATLvirus_00321631-cat_1	2	MK	Phosphopantetheine attachment site						amg_database		Roux et al. 2016	False
WATLvirus_00321707-cat_2_5	PF13640	WATLvirus_00321707-cat_2	3	MKF	2OG-Fe(II) oxygenase superfamily						amg_database	M	Roux et al. 2016	False
WATLvirus_00321707-cat_2_5	PF13759	WATLvirus_00321707-cat_2	3	MKF	Putative 2OG-Fe(II) oxygenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00321764-cat_1_4	PF01467	WATLvirus_00321764-cat_1	2	MKF	Cytidylyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00321957-cat_1_8	PF04724	WATLvirus_00321957-cat_1	2	MKF	Glycosyltransferase family 17						amg_database		Roux et al. 2016	False
WATLvirus_00322038-cat_1_2	PF02543	WATLvirus_00322038-cat_1	2	MKF	Carbamoyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00322143-cat_2_10	PF02562	WATLvirus_00322143-cat_2	3	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00322148-cat_1_3	PF13385	WATLvirus_00322148-cat_1	1	MKF	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00322190-cat_2_4	PF13759	WATLvirus_00322190-cat_2	3	MKF	Putative 2OG-Fe(II) oxygenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00322261-cat_2_7	PF11775	WATLvirus_00322261-cat_2	3	MKF	Cobalamin biosynthesis protein CobT VWA domain						amg_database		Roux et al. 2016	False
WATLvirus_00322483-cat_1_4	PF00487	WATLvirus_00322483-cat_1	1	MKF	Fatty acid desaturase						amg_database	M	Roux et al. 2016	False
WATLvirus_00322536-cat_2_12	PF03567	WATLvirus_00322536-cat_2	3	MKF	Sulfotransferase family						amg_database		Roux et al. 2016	False
WATLvirus_00322718-cat_2_8	PF01126	WATLvirus_00322718-cat_2	3	MKF	Heme oxygenase						amg_database		Roux et al. 2016	False
WATLvirus_00322722-cat_2_2	PF02562	WATLvirus_00322722-cat_2	3	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00322722-cat_2_4	PF02543	WATLvirus_00322722-cat_2	3	MKF	Carbamoyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00322722-cat_2_6	PF02543	WATLvirus_00322722-cat_2	3	MKF	Carbamoyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00322775-cat_1_2	PF13385	WATLvirus_00322775-cat_1	2	MKF	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00322802-cat_2_3	PF13640	WATLvirus_00322802-cat_2	3	MKF	2OG-Fe(II) oxygenase superfamily						amg_database	M	Roux et al. 2016	False
WATLvirus_00322817-cat_2_3	PF13417	WATLvirus_00322817-cat_2	3	MKF	Glutathione S-transferase, N-terminal domain						amg_database		Roux et al. 2016	False
WATLvirus_00323141-cat_2_6	PF13759	WATLvirus_00323141-cat_2	3	MKF	Putative 2OG-Fe(II) oxygenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00323163-cat_1_3	PF01467	WATLvirus_00323163-cat_1	2	MKF	Cytidylyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00323230-cat_2_4	PF13385	WATLvirus_00323230-cat_2	3	MKF	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00323230-cat_2_6	PF13385	WATLvirus_00323230-cat_2	3	MKF	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00323289-cat_2_7	PF02348	WATLvirus_00323289-cat_2	3	MKF	Cytidylyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00323510-cat_1_6	PF02867	WATLvirus_00323510-cat_1	2	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00323510-cat_1_6	PF00317	WATLvirus_00323510-cat_1	2	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00323510-cat_1_6	EC:1.17.4.1	WATLvirus_00323510-cat_1	2	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00323510-cat_1_6	K00525	WATLvirus_00323510-cat_1	2	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00323575-cat_2_4	PF02543	WATLvirus_00323575-cat_2	3	MKF	Carbamoyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00323578-cat_2_9	PF13640	WATLvirus_00323578-cat_2	3	MKF	2OG-Fe(II) oxygenase superfamily						amg_database	M	Roux et al. 2016	False
WATLvirus_00323580-cat_1_2	PF02672	WATLvirus_00323580-cat_1	1	MKEF	cp12, calvin cycle protein inhibitor	M00006					amg_database		Thompson et al. 2011	True
WATLvirus_00323618-cat_2_19	PF13759	WATLvirus_00323618-cat_2	3	MKF	Putative 2OG-Fe(II) oxygenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00323658-cat_1_53	PF13385	WATLvirus_00323658-cat_1	1	MK	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00323747-cat_1_2	PF03567	WATLvirus_00323747-cat_1	1	MKF	Sulfotransferase family						amg_database		Roux et al. 2016	False
