bin,completeness,contamination,strain_heterogeneity,length,N50,drep_cluster,drep_winner,gtdb_classification,ncbi_classification
220806_BK_F5_DNA_brine_A_bin.18,9.49,0,0,422754,3472,NA,NA,Unclassified Archaea,Unclassified Archaea
220806_BK_F5_DNA_brine_A_bin.2,19.63,0,0,708816,3443,NA,NA,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum sp000496175,d__Archaea;p__;c__;o__;f__;g__;s__
220806_BK_F5_DNA_salt_bin.1,74.45,46.5,45.16,3812143,6492,NA,NA,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Salinibacteraceae;g__Salinibacter;s__,d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__
220806_BK_F5_DNA_salt_bin.10,78.08,2.97,13.33,2909316,6624,199_1,220806_BK_F5_DNA_salt_bin.10,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__SW-7-71-33;g__SW-7-71-33;s__,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__;g__;s__
220806_BK_F5_DNA_salt_bin.12,54.87,0.87,66.67,2157167,4891,192_1,220807_MW_S7_DNA_Salt_Mat_bin.13,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__;s__,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__;s__
220806_BK_F5_DNA_salt_bin.25,87.54,0.41,100,2078218,8174,111_1,220806_BK_F6D_DNA_brine_bin.9,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloquadratum;s__Haloquadratum walsbyi_B,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloquadratum;s__Haloquadratum walsbyi
220806_BK_F5_DNA_salt_bin.27,86.84,2.23,37.5,2544128,8049,125_1,220807_MW_S7_DNA_Porewater_2_A_bin.17,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__J07HR59;s__,d__Archaea;p__;c__;o__;f__;g__;s__
220806_BK_F5_DNA_salt_bin.28,79.95,3.62,15.79,2238020,6257,112_1,220806_BK_F6D_DNA_brine_bin.15,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloquadratum;s__Haloquadratum walsbyi_A,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloquadratum;s__Haloquadratum walsbyi
220806_BK_F5_DNA_salt_bin.3,24.04,0.4,0,705872,3347,NA,NA,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halobaculum;s__,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__;s__
220806_BK_F5_DNA_salt_bin.31,28.45,0,0,1167052,3946,NA,NA,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Salinibacteraceae;g__Salinibacter;s__,d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__
220806_BK_F5_DNA_salt_bin.33,17.76,0,0,599392,3419,NA,NA,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Salinirussus;s__,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Salinirussus;s__
220806_BK_F5_DNA_salt_bin.44,55.7,0,0,2127455,5953,243_1,220806_BK_F5_DNA_salt_bin.44,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Salinibacteraceae;g__Salinibacter;s__,d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__
220806_BK_F5_DNA_salt_bin.46,2.66,0,0,346566,4689,NA,NA,Unclassified Archaea,Unclassified Archaea
220806_BK_F5_DNA_salt_bin.49,4.17,0,0,1071879,3441,NA,NA,Unclassified Archaea,Unclassified Archaea
220806_BK_F5_DNA_salt_bin.50,0,0,0,612668,3522,NA,NA,Unclassified Archaea,Unclassified Archaea
220806_BK_F5_DNA_salt_bin.52,25.64,0.29,100,915059,5422,NA,NA,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Salinibacteraceae;g__Salinibacter;s__,d__Bacteria;p__Bacteroidetes;c__;o__Bacteroidetes Order II. Incertae sedis;f__Rhodothermaceae;g__Salinibacter;s__
220806_BK_F5_DNA_sed_black_bin.15,19.16,0.93,100,1266369,3860,NA,NA,Unclassified Archaea,Unclassified Archaea
220806_BK_F5_DNA_sed_black_bin.17,30.46,1.19,100,1065763,4274,NA,NA,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfohalobiaceae;g__JAIPDU01;s__,d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfohalobiaceae;g__;s__
220806_BK_F5_DNA_sed_black_bin.18,27.51,0,0,1529183,4135,NA,NA,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Salinibacteraceae;g__Salinibacter;s__,d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__
220806_BK_F5_DNA_sed_black_bin.20,75.75,1.68,50,2446858,9014,307_1,220807_MW_S7_DNA_Porewater_2_A_bin.41,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiohalorhabdales;f__Thiohalorhabdaceae;g__Thiohalorhabdus;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__Thiohalorhabdus;s__
220806_BK_F5_DNA_sed_black_bin.22,4.39,0,0,230677,5324,NA,NA,Unclassified Bacteria,Unclassified Bacteria
220806_BK_F5_DNA_sed_black_bin.34,13.17,0,0,679772,3327,NA,NA,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Salinibacteraceae;g__;s__,d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__
220806_BK_F5_DNA_sed_black_bin.36,60.05,1.69,0,1520215,4787,214_1,220808_BK_F14_DNA_hard_red_bin.31,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__RBG-16-55-9;f__RBG-16-55-9;g__JAHEOA01;s__,d__Bacteria;p__Candidatus Bipolaricaulota;c__;o__;f__;g__;s__
220806_BK_F5_DNA_sed_black_bin.39,5.14,0,0,215242,3052,NA,NA,Unclassified Archaea,Unclassified Archaea
220806_BK_F5_DNA_sed_black_bin.4,66.68,0.06,100,1964089,5519,496_0,220806_BK_F5_DNA_sed_black_bin.4,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Kiloniellales;f__Rhodovibrionaceae;g__Limimonas;s__,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhodovibrionaceae;g__Limimonas;s__
220806_BK_F5_DNA_sed_black_bin.41,84.94,5.27,5,2960200,10569,208_1,220806_BK_F5_DNA_sed_black_bin.41,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__SW-9-67-25;s__,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__;s__
220806_BK_F5_DNA_sed_black_bin.43,76.27,0,0,1281253,10678,538_1,220806_BK_F5_DNA_sed_black_bin.43,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__M55B111;f__M55B111;g__JAGXLP01;s__,d__Bacteria;p__Candidatus Bipolaricaulota;c__;o__;f__;g__;s__
220806_BK_F5_DNA_sed_black_bin.6,10.28,2.34,33.33,800310,3327,NA,NA,Unclassified Archaea,Unclassified Archaea
220806_BK_F5_DNA_sed_black_bin.9,16.38,0,0,287061,3170,NA,NA,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfohalobiaceae;g__;s__,d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfohalobiaceae;g__;s__
220806_BK_F5_DNA_sed_core_bin.1,39.49,0.29,100,1172456,5401,NA,NA,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Salinibacteraceae;g__Salinibacter;s__,d__Bacteria;p__Bacteroidetes;c__;o__Bacteroidetes Order II. Incertae sedis;f__Rhodothermaceae;g__Salinibacter;s__
220806_BK_F5_DNA_sed_core_bin.14,0,0,0,986171,3643,NA,NA,Unclassified Bacteria,Unclassified Bacteria
220806_BK_F5_DNA_sed_core_bin.16,55.47,0,0,1516567,4289,539_1,220806_BK_F5_DNA_sed_core_bin.16,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfohalobiaceae;g__JAIPDU01;s__,d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfohalobiaceae;g__;s__
220806_BK_F5_DNA_sed_core_bin.19,35.51,2.34,33.33,1418977,3852,NA,NA,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__SW-9-67-25;s__,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__;g__;s__
220806_BK_F5_DNA_sed_core_bin.21,12.13,0,0,591615,3733,NA,NA,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Salinibacteraceae;g__Salinibacter;s__,d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__
220806_BK_F5_DNA_sed_core_bin.3,0,0,0,237008,3041,NA,NA,Unclassified Bacteria,Unclassified Bacteria
220806_BK_F6D_DNA_brine_bin.11,28.18,0.93,100,654366,3955,NA,NA,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halovenus;s__,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__;g__;s__
220806_BK_F6D_DNA_brine_bin.13,79.92,2.55,0,2118120,7337,166_2,220806_BK_F6D_DNA_brine_bin.13,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__A07HB70;s__,d__Archaea;p__;c__;o__;f__;g__;s__
220806_BK_F6D_DNA_brine_bin.24,51.57,0,0,2598464,5373,253_0,220806_BK_F6D_DNA_brine_bin.24,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Salinibacteraceae;g__Salinibacter;s__,d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__
220806_BK_F6D_DNA_brine_bin.26,32.05,3.45,50,954752,3338,NA,NA,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Kiloniellales;f__Rhodovibrionaceae;g__CAJXKW01;s__,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhodovibrionaceae;g__Limimonas;s__
220806_BK_F6D_DNA_brine_bin.29,10.75,0,0,456375,3366,NA,NA,Unclassified Archaea,Unclassified Archaea
220806_BK_F6D_DNA_brine_bin.30,91.41,60.73,10,5197698,8643,NA,NA,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halomicroarcula;s__,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__;g__;s__
220806_BK_F6D_DNA_brine_bin.32,35.61,0.38,0,1009427,3891,NA,NA,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__J07HR59;s__J07HR59 sp000496235,d__Archaea;p__;c__;o__;f__;g__;s__
220806_BK_F6D_DNA_brine_bin.6,27.67,1.01,0,709169,3828,NA,NA,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__A07HB70;s__,d__Archaea;p__;c__;o__;f__;g__;s__
220806_BK_F6D_DNA_brine_bin.9,94.68,0.19,0,2378728,16555,111_1,220806_BK_F6D_DNA_brine_bin.9,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloquadratum;s__Haloquadratum walsbyi_B,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloquadratum;s__Haloquadratum walsbyi
220806_BK_F6D_DNA_sed_bin.1,32.13,0,0,700542,3721,NA,NA,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__RBG-16-55-9;f__RBG-16-55-9;g__JAHEOA01;s__,d__Bacteria;p__Candidatus Bipolaricaulota;c__;o__;f__;g__;s__
220806_BK_F6D_DNA_sed_bin.11,24.46,0.02,0,1205719,3591,NA,NA,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Salinibacteraceae;g__Salinibacter;s__,d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__
220806_BK_F6D_DNA_sed_bin.13,30.37,0.93,0,1626114,3947,NA,NA,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__SW-9-67-25;s__,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__;s__
220806_BK_F6D_DNA_sed_bin.24,51.72,1.72,100,2392084,11111,340_1,220807_MW_S7_DNA_Sed_B_bin.23,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__KS3-K002;f__;g__;s__,d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__
220806_BK_F6D_DNA_sed_bin.26,4.17,0,0,307512,3081,NA,NA,Unclassified Archaea,Unclassified Archaea
220806_BK_F6D_DNA_sed_bin.29,0,0,0,562969,3415,NA,NA,Unclassified Archaea,Unclassified Archaea
220806_BK_F6D_DNA_sed_bin.3,22.12,6.07,0,2291068,3183,NA,NA,Unclassified Bacteria,Unclassified Bacteria
220806_BK_F6D_DNA_sed_bin.30,23.83,0.93,0,330798,3359,NA,NA,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halodesulfurarchaeum;s__,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halodesulfurarchaeum;s__
220806_BK_F6D_DNA_sed_bin.32,14.02,0,0,458558,3410,NA,NA,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__A07HB70;s__,d__Archaea;p__;c__;o__;f__;g__;s__
220806_BK_F6E_DNA_brine_bin.14,4.17,0,0,495406,4455,NA,NA,Unclassified Bacteria,Unclassified Bacteria
220806_BK_F6E_DNA_brine_bin.16,91.58,0.51,40,3390003,20746,61_0,220806_BK_F6E_DNA_brine_bin.16,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Alteromonas;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Alteromonas;s__
220806_BK_F6E_DNA_brine_bin.19,83.54,1.92,28.57,2546118,8081,378_1,220806_BK_F6E_DNA_brine_bin.19,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Oceanicaulis;s__,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Maricaulales;f__Maricaulaceae;g__;s__
220806_BK_F6E_DNA_brine_bin.21,94,0.95,60,3400171,16970,514_0,220806_BK_F6E_DNA_brine_bin.21,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinobacteraceae;g__Marinobacter;s__
220806_BK_F6E_DNA_brine_bin.23,14.69,0.4,0,939778,3848,NA,NA,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__CAJXVY01;s__,d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__;g__;s__
220806_BK_F6E_DNA_brine_bin.4,50,0,0,1792121,4059,386_0,220806_BK_F6E_DNA_brine_bin.4,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Chromatocurvus;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__Chromatocurvus;s__
220806_BK_F6E_DNA_brine_bin.6,94.23,2.38,21.43,3532726,41308,475_0,220806_BK_F6E_DNA_brine_bin.6,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__
220806_BK_F6E_DNA_brine_bin.9,36.21,0,0,1617040,3878,NA,NA,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__DSM-16000;f__Inquilinaceae;g__;s__,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__;s__
220806_BK_F6E_DNA_mat_brown_bin.11,74.57,8.28,51.67,3223447,7152,459_1,220806_BK_F6E_DNA_sed_beige_bin.33,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marivita;s__,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Marivita;s__
220806_BK_F6E_DNA_mat_brown_bin.13,96.8,1.15,58.33,3666605,49600,434_1,220806_BK_F6E_DNA_sed_beige_bin.22,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Roseovarius;s__
220806_BK_F6E_DNA_mat_brown_bin.24,93.55,0.67,0,5147083,20706,96_1,220806_BK_F6E_DNA_mat_brown_bin.24,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__JAABSP01;g__JAABSP01;s__,d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__
220806_BK_F6E_DNA_mat_brown_bin.26,56.82,5.64,57.14,2657676,5764,458_1,220805_MW_S4_DNA_Brine_bin.10,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marivita;s__,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Marivita;s__
220806_BK_F6E_DNA_mat_brown_bin.29,57.23,0,0,1372906,5124,46_1,220806_BK_F6E_DNA_mat_green_bin.25,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__DSM-45221;g__WN38;s__,d__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Puniceicoccales;f__Puniceicoccaceae;g__Coraliomargarita;s__
220806_BK_F6E_DNA_mat_brown_bin.30,8.33,0,0,636766,3573,NA,NA,Unclassified Bacteria,Unclassified Bacteria
220806_BK_F6E_DNA_mat_brown_bin.32,4.17,0,0,466741,3380,NA,NA,Unclassified Bacteria,Unclassified Bacteria
220806_BK_F6E_DNA_mat_brown_bin.4,66.74,0.57,0,2334289,6499,438_1,220806_BK_F6E_DNA_mat_green_bin.10,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Roseovarius;s__
220806_BK_F6E_DNA_mat_brown_bin.6,10.16,0,0,622330,3745,NA,NA,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__;s__
220806_BK_F6E_DNA_mat_brown_bin.9,50.88,0.38,0,1528799,5122,27_1,220806_BK_F6E_DNA_mat_orange_bin.29,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus;s__,d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus;s__
220806_BK_F6E_DNA_mat_green_bin.11,46.79,0.9,0,1668162,4178,NA,NA,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus;s__,d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus;s__
220806_BK_F6E_DNA_mat_green_bin.13,47.41,0,0,2108179,5576,NA,NA,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinobacteraceae;g__Marinobacter;s__
220806_BK_F6E_DNA_mat_green_bin.24,13.79,1.72,100,447094,3095,NA,NA,Unclassified Bacteria,Unclassified Bacteria
220806_BK_F6E_DNA_mat_green_bin.26,80.22,0.54,25,3094773,10110,434_1,220806_BK_F6E_DNA_sed_beige_bin.22,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Roseovarius;s__
220806_BK_F6E_DNA_mat_green_bin.29,2.35,0,0,546137,11945,NA,NA,Unclassified Bacteria,Unclassified Bacteria
220806_BK_F6E_DNA_mat_green_bin.30,16.61,1.72,0,321572,5451,NA,NA,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA918;g__OLB19;s__,d__Bacteria;p__;c__;o__;f__;g__;s__
220806_BK_F6E_DNA_mat_green_bin.4,28.37,2.19,0,1384950,3638,NA,NA,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__Parvularcula;s__,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvularculales;f__Parvularculaceae;g__Parvularcula;s__
220806_BK_F6E_DNA_mat_green_bin.6,40.52,15.52,50,7238024,4889,NA,NA,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__Candidatus Competibacteraceae;g__;s__
220806_BK_F6E_DNA_mat_green_bin.9,96.51,0.48,50,3879017,25619,482_1,220806_BK_F6E_DNA_mat_green_bin.9,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__DSM-16000;f__;g__;s__,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__;g__;s__
220806_BK_F6E_DNA_mat_orange_bin.11,81.92,2.2,0,3372714,6081,359_1,220806_BK_F6E_DNA_mat_brown_bin.34,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__LZORAL124-64-63;g__Glo-17;s__,d__Bacteria;p__;c__;o__;f__;g__;s__
220806_BK_F6E_DNA_mat_orange_bin.13,63.31,11.74,46.3,2238342,6181,NA,NA,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__XN24;f__XN24;g__;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__;s__
220806_BK_F6E_DNA_mat_orange_bin.24,78.56,0.01,100,3236864,7383,482_1,220806_BK_F6E_DNA_mat_green_bin.9,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__DSM-16000;f__;g__;s__,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__;g__;s__
220806_BK_F6E_DNA_mat_orange_bin.26,84.56,0.44,100,4053589,6791,50_1,220806_BK_F6E_DNA_sed_beige_bin.35,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Spirulinaceae;g__ESFC-1;s__,d__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales;f__;g__;s__
220806_BK_F6E_DNA_mat_orange_bin.29,94.87,1.65,7.69,3568666,15515,27_1,220806_BK_F6E_DNA_mat_orange_bin.29,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus;s__,d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus;s__
220806_BK_F6E_DNA_mat_orange_bin.30,37.8,0.34,0,1867661,4396,NA,NA,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodophyticola;s__,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodophyticola;s__
220806_BK_F6E_DNA_mat_orange_bin.32,56.67,1.28,50,689138,11762,43_0,220806_BK_F6E_DNA_mat_orange_bin.32,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__SW-6-46-9;g__;s__,d__Bacteria;p__;c__;o__;f__;g__;s__
220806_BK_F6E_DNA_mat_orange_bin.4,89.7,1.53,50,2743596,9805,435_1,220806_BK_F6E_DNA_sed_beige_bin.1,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Roseovarius;s__
220806_BK_F6E_DNA_mat_orange_bin.6,42.87,0.86,100,1724636,4543,NA,NA,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Roseovarius;s__
220806_BK_F6E_DNA_mat_orange_bin.9,11.38,0,0,369709,3111,NA,NA,Unclassified Bacteria,Unclassified Bacteria
220806_BK_F6E_DNA_sed_beige_bin.10,4.17,0,0,411184,3478,NA,NA,Unclassified Bacteria,Unclassified Bacteria
220806_BK_F6E_DNA_sed_beige_bin.12,8.33,0,0,1271366,3718,NA,NA,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__JAJNNC01;s__,d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Catalimonadaceae;g__;s__
220806_BK_F6E_DNA_sed_beige_bin.25,17.93,0,0,619753,3282,NA,NA,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__IDS-52;s__,d__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__;g__;s__
220806_BK_F6E_DNA_sed_beige_bin.27,14.5,0,0,549109,3224,NA,NA,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__SKKL01;g__;s__,d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__
